ID	Verbatim
7853	Well, i have a cable modem and i didn't know about dial up charges when my modem went down.  So i used dial up a lot and went over my monthly limit.  The people were nice, but they didn't help me out when i asked them to.
7854	COST
7855	price
7856	to get a faster service and a service that more effectively blocks spam.
7857	When I sign on I cannot get in on certain times of the day and that is upsetting.
7858	There are many more ISP's to choose from these days and the cost of other's is so much cheaper than ABCD.  They all give about the same service so that would be a reason for me to switch.
7859	It is the most expensive. I use ABCD for pleasure. I have been making cuts in every area of my budget that I can.
7860	prblems w/billindinfo,tech support spoke very poor english,disconnected constantly on dail up,customer service
7861	It is much more expensive than other Internet Service Providers.  Also the same services are offered from other providers at a cheaper price.
7862	cheaper rates avaiable
7863	Can't afford it.
7864	finacial
7865	because i think its expensive paying $24.95 a month
7866	I am going to move to Cable Internet.
7867	My husband is going to try something new
7868	new baby
7869	I think the price is a little much
7870	financial reasons.  I think it is a little bit too expensive compared to come other companies.
7871	Cost
7872	because my computer is always freezing and several of my freinds have the same proglem with ABCD. and when i call for   help nobdy efer can help
7873	too much compared to other offers
7874	hi speed internet access
7875	financial reasons
7876	finacial,speed,use
7877	Amount of spam I continually receive even though I have tried to set limits on incoming mail.  Also we now have a cable service which is more efficient.
7878	The cost. I can get unlimited time for 9.94 a month compared to 23.90. I wouldn't have to worry about keeping track of my time online and worry about going over.
7879	My husband thinks $23.90 per month is too expensive for dial up internet service.  Also, this download box keeps popping up that says I have chosen to some ABCD payment or something.  It's driving me crazy!
7880	compatibility problems
7881	dis-connects,price
7882	will not cancel
7883	SPAM, Being knocked off of line alot
7884	My kids feel it is too costly and they could find me a better service and price elswhere
7885	too many bills to pay
7886	the expense, probably going to cable modem
7887	high speed internet connection
7888	always get booted off saying that ABCD did an illegal action
7889	the price. ABCD is wonderful but a little exspensive if you don't get on line a lot
7890	The cost is too high for the little I use it.  There is not sufficient information on lesser cost programs.
7891	Not likely to cancel at all.
7892	Cost of service as compared to other ISPs.
7893	Currently unemployed and can't afford the regular monthly fee.
7894	SOME PROBLEMS I HAD WITH TECH SUPPORT THEY DIDNT SEEM VERY EAGER TO TRY TO CORRECT THE PROBLEM THEY HAD MADE WORSE.INSTEAD HAVING ME CALL MICROSOFT
7895	its too  much  garbeage  (bells and whistles)  not enough speed
7896	SLOW TO CONNECT, POOR CONNECTIONS, GET BOOTED  OR LOCKING UP OFTEN
7897	I usually use it only to read my e-mails. So it's not worth me paying 23+ dollars a month.
7898	Pop up ads
7899	As little as I use it & the cost of it monthly
7900	I dont need it as my primary ISP any longer as I have gone with a cable internet hook up.
7901	Expensive Too many popups Too many ads
7902	bad cable
7903	The Cost of ABCD and That I don't have the money because of other expences that I have to come up with.
7904	I am tired of not being able to open anything people send me.  A box always appears and tells me that it is too big for ABCD to open.  In some cases it is a one page list and in others it will be pictures.
7905	poor services
7906	price
7907	no money
7908	Poor customer service
7909	I am only fair with the internet and try to find out information is alittle flustraying.
7910	price
7911	price
7912	price
7913	main reason for cancelation will be price, i can get other services for cheaper prices, plus you dont get all the pop ups.  getting booted is a bummer also, almost every day I am booted off after being on here about 20 or 30 minutes.
7914	I almost had to cancel today because of financial reasons, but a very nice lady helped me out and gave me 2 awards from the Awards center.  I am currently looking for a new job so I can keep my ABCD service.
7915	Constantly being kicked off and all the pop up advertising
7916	can not afford to keep it right now
7917	cost to much. and thay overcharged me on my acount and it was hard to fix
7918	Cost of service compared to free service from other providers
7919	SECURITY
7920	Internet access through cable
7921	we like how easy it is to navigate
7923	cost and speed
7924	I felt overcharged
7925	the price of ABCD is higher then compeditors
7926	keeps dropping off line
7927	I'm broke.
7928	The only reason I am going to cancel is the price.
7929	better deals for limitted usage
7930	Your unlimited service is too expensive. I can get the same thing, but with another isp
7931	Lack of sufficient funds.
